193.701462	1040.823950
194.469650	1292.766688
195.237793	1063.290585
196.005890	629.149534
196.773941	909.811422
197.541962	705.796915
198.309921	509.358978
199.077850	559.681722
199.845718	553.752325
200.613556	339.393180
201.381348	396.662280
202.149094	477.432488
202.916794	236.944043
203.684448	331.556952
204.452057	288.652923
205.219635	221.548688
205.987152	310.157685
206.754639	297.511982
207.522064	182.581004
208.289459	279.546767
209.056808	172.050816
209.824112	195.859826
210.591370	223.328737
211.358582	105.487473
212.125763	213.583520
212.892883	117.290133
213.659973	158.133380
214.427002	178.617050
215.194000	126.201228
215.960953	165.652577
216.727859	81.775309
217.494720	119.623380
218.261536	102.694448
219.028305	106.306291
219.795044	121.178281
220.561722	75.791353
221.328369	141.407873
222.094955	77.227912
222.861511	105.197964
223.628021	87.821141
224.394485	92.663802
225.160904	88.944660
225.927277	97.545103
226.693604	86.537474
227.459900	67.080917
228.226135	67.535117
228.992340	60.087482
229.758484	77.019558
230.524597	58.586632
231.290665	66.455013
232.056686	42.405463
232.822662	64.423565
233.588593	54.769397
234.354492	61.449965
235.120331	54.334758
235.886124	56.425267
236.651886	48.101863
237.417603	52.827557
238.183273	49.170840
238.948883	51.693163
239.714462	48.538091
240.480011	53.212432
241.245499	56.001514
242.010941	44.264805
242.776352	50.356298
243.541702	47.928660
244.307022	49.562710
245.072281	45.501664
245.837509	49.828670
246.602692	45.652467
247.367828	48.674047
248.132919	44.357753
248.897980	52.955516
249.662979	43.777525
250.427933	54.899768
251.192856	44.967808
251.957733	62.825390
252.722549	51.908263
253.487335	50.314184
254.252075	42.028260
255.016769	51.839248
255.781433	55.368139
256.546021	52.210196
257.310608	36.288307
258.075104	38.203875
258.839600	43.297430
259.604004	40.637520
260.368408	46.440240
261.132751	45.319593
261.897034	49.754975
262.661285	47.837261
263.425507	42.273600
264.189667	45.506898
264.953796	49.207607
265.717865	39.860786
266.481903	51.208724
267.245880	39.347619
268.009827	65.564859
268.773743	49.426099
269.537598	51.384194
270.301392	50.652371
271.065155	59.046821
271.828888	39.189080
272.592560	61.125628
273.356201	52.105813
274.119781	49.971443
274.883331	43.571310
275.646851	55.772968
276.410309	43.601996
277.173706	55.172074
277.937073	36.755371
278.700409	54.418165
279.463684	41.790664
280.226929	54.426496
280.990112	46.391224
281.753265	52.102005
282.516357	42.562346
283.279419	48.626596
284.042450	41.108419
284.805420	41.211192
285.568329	48.136942
286.331238	47.949000
287.094055	44.764814
287.856842	44.174565
288.619598	44.740819
289.382324	34.875189
290.144989	48.842189
290.907593	41.947233
291.670166	44.510665
292.432709	28.702543
293.195190	46.033024
293.957611	34.526610
294.720032	43.236192
295.482361	29.863257
296.244690	41.021350
297.006958	32.834264
297.769165	43.550809
298.531342	30.764237
299.293457	42.119350
300.055573	29.299834
300.817596	40.241826
301.579590	36.830877
302.341553	47.668410
303.103455	36.210490
303.865326	38.450487
304.627167	27.791620
305.388916	38.309269
306.150665	33.450348
306.912354	38.678086
307.674011	47.203721
308.435608	43.371336
309.197144	36.751523
309.958679	40.734079
310.720123	41.080375
311.481567	36.840420
312.242950	42.426202
313.004272	40.505004
313.765564	36.348099
314.526825	34.164867
315.288025	33.462212
316.049164	25.665923
316.810303	43.529589
317.571350	38.628168
318.332397	39.354619
319.093384	27.398680
319.854309	42.975198
320.615204	31.684860
321.376068	42.527714
322.136871	36.215182
322.897614	37.362434
323.658325	33.325658
324.419006	44.685777
325.179626	38.479738
325.940216	42.764797
